image,psnr,ssim,is_outlier_by_psnr_floor
baboon.png,19.6136,0.4063,0
barbara.png,19.6996,0.6297,0
bridge.png,21.5031,0.4698,0
coastguard.png,22.9005,0.4507,0
comic.png,19.1961,0.5410,0
face.png,28.3777,0.7084,0
flowers.png,24.1814,0.6931,0
foreman.png,25.4361,0.8414,0
lenna.png,28.5932,0.8054,0
man.png,23.3089,0.6209,0
monarch.png,26.3951,0.8837,0
pepper.png,29.8867,0.8298,0
ppt3.png,20.5873,0.8534,0
zebra.png,21.8262,0.6156,0

AVG,23.6790,0.6678,
AVG(psnr>=10),23.6790,0.6678,dropped=0
