image,psnr,ssim,is_outlier_by_psnr_floor
baby.png,18.2553,0.3152,0
bird.png,19.1376,0.4421,0
butterfly.png,14.6949,0.3911,0
head.png,16.5295,0.2440,0
woman.png,17.7065,0.4427,0

AVG,17.2647,0.3670,
AVG(psnr>=10),17.2647,0.3670,dropped=0
