image,psnr,ssim
baboon.png,19.7715,0.4074
barbara.png,19.8057,0.6413
bridge.png,21.9180,0.5027
coastguard.png,23.7374,0.5068
comic.png,19.2119,0.5620
face.png,29.8305,0.7286
flowers.png,24.0167,0.7066
foreman.png,24.8288,0.8423
lenna.png,28.3845,0.8055
man.png,23.7342,0.6432
monarch.png,25.0064,0.8767
pepper.png,29.5810,0.8291
ppt3.png,20.2225,0.8461
zebra.png,22.5051,0.6599

AVG,23.7539,0.6827
